"Asutuse registrikood";"Asutuse nimi";"Avaldusel märgitud asutuse maakond";"Tegevusala";"Tegevusala (EMTAK 2)";"Tegevusala (EMTAK 2 kood)";"Hüvitise saajate arv";"Sh hüvitise saajad, kes saanud hüvitist ühe kuu eest";"Sh hüvitise saajad, kes saanud hüvitist kahe kuu eest";"Sh hüvitise saajad, kes saanud hüvitist kolme kuu eest";"Hüvitiste brutosumma EUR";"Hüvitiste kogukulu EUR"
11130102;"INDAGO PLUSS OÜ";"Ida-Viru maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;7;0;0;7;9114;12194,49
12072364;"Showstoppers OÜ";"Harju maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Loome-, kunsti- ja meelelahutustegevus";90;8;0;3;5;9114;12194,49
11678550;"G.Store Old Town OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;5;0;5;0;9111,68;12191,43
10300737;"CRIA KAUBANDUSE Osaühing";"Tartu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;8;0;8;0;9106,94;12185,09
80427675;"MTÜ JALGPALLIKOOL FC TALLINN";"Harju maakond";"HARIDUS";"Haridus";85;10;0;10;0;9103,16;12180,05
12399243;"Jalakabinet OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;5;0;5;0;9100,06;12175,89
11625134;"Revenant Elektritööd Osaühing";"Harju maakond";"EHITUS";"Eriehitustööd";43;6;1;5;0;9095,33;12169,55
10432479;"Osaühing TORNADO TRANS";"Harju maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;10;1;9;0;9095,18;12169,32
12370104;"Petproducts OÜ";"Pärnu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;9;2;7;0;9093,48;12167,06
14188252;"M&R Ehitus OÜ";"Harju maakond";"EHITUS";"Hoonete ehitus";41;8;3;5;0;9093,03;12166,48
11661940;"Tugev Partner OÜ";"Võru maakond";"HARIDUS";"Haridus";85;6;0;6;0;9091,82;12164,86
11740421;"OÜ MAN`S WORLD";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Rõivatootmine";14;11;1;10;0;9091,37;12164,23
11496027;"REHEPU OÜ";"Tartu maakond";"EHITUS";"Eriehitustööd";43;7;4;3;0;9082,3;12152,11
10291270;"Osaühing JOVI";"Ida-Viru maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;8;1;7;0;9069,68;12135,23
80212087;"Mittetulundusühing Haabersti Uisukool";"Harju maakond";"HARIDUS";"Haridus";85;5;0;5;0;9065,73;12129,95
11438283;"Kaberland Tootmine OÜ";"Jõgeva maakond";"PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK";"Metsamajandus ja metsavarumine";2;6;0;0;6;9062,27;12125,28
12391922;"Arno Fashion OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Rõivatootmine";14;7;1;6;0;9057,94;12119,52
11981805;"Balmec Forest OÜ";"Pärnu maakond";"PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK";"Metsamajandus ja metsavarumine";2;7;0;7;0;9057,56;12119,01
10060308;"osaühing Promedia";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;4;0;0;4;9051,93;12111,48
14461271;"Evicon ehitus OÜ";"Harju maakond";"EHITUS";"Hoonete ehitus";41;5;0;5;0;9050;12108,9
10417273;"OSAÜHING GROOMER";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;5;0;0;5;9048,79;12107,28
11343022;"Puhastaja OÜ";"Harju maakond";"HALDUS- JA ABITEGEVUSED";"Hoonete ja maastike hooldus";81;10;0;10;0;9043,59;12100,3
14483060;"RLHS OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Peakontorite tegevus; juhtimisalane nõustamine";70;5;0;1;4;9040,04;12095,57
10449847;"A&T Trading OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;7;0;7;0;9039,12;12094,34
10126096;"aktsiaselts METAAN";"Tartu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;10;10;0;0;9038,28;12093,22
11523050;"Erra Agro Osaühing";"Ida-Viru maakond";"PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK";"Taime- ja loomakasvatus, jahindus ja neid teenindavad tegevusalad";1;8;0;8;0;9023,14;12072,96
10135066;"osaühing TORRI";"Tartu maakond";"TÖÖTLEV TÖÖSTUS";"Tekstiilitootmine";13;10;0;10;0;9023,13;12072,95
11509161;"Albon Group OÜ";"Harju maakond";"EHITUS";"Eriehitustööd";43;5;0;5;0;9020,18;12069
11900095;"Steel Service OÜ";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;5;0;0;5;9014,32;12061,14
11589450;"OÜ WestSigma";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Metalltoodete tootmine, v.a masinad ja seadmed";25;9;1;8;0;9014,07;12060,81
12332055;"Markend Team OÜ";"Saare maakond";"EHITUS";"Hoonete ehitus";41;7;0;7;0;9013,59;12060,21
12401448;"mogo OÜ";"Harju maakond";"FINANTS- JA KINDLUSTUSTEGEVUS";"Finantsteenuste osutamine, v.a kindlustus ja pensionifondid";64;5;0;5;0;9007,82;12052,46
11127560;"Balti Tehnika OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;7;3;4;0;9005,2;12048,96
14529262;"Samurai Sake OÜ";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;8;0;8;0;9001,47;12043,97
10674030;"AS Solaris Keskus";"Harju maakond";"KINNISVARAALANE TEGEVUS";"Kinnisvaraalane tegevus";68;5;1;4;0;9000;12042
12698106;"Alumaja OÜ";"Harju maakond";"EHITUS";"Hoonete ehitus";41;5;1;4;0;9000;12042
14291099;"Nobe Design OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Arhitekti- ja inseneritegevused; teimimine ja analüüs";71;5;1;4;0;9000;12042
10098336;"osaühing PUHTEKS";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;10;1;9;0;8998,66;12040,22
10637164;"Osaühing Strikken";"Harju maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Loome-, kunsti- ja meelelahutustegevus";90;6;0;0;6;8998,18;12039,58
10625178;"Jannseni Hambaravi OÜ";"Pärnu maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Tervishoid";86;6;0;6;0;8990,48;12029,26
12007250;"HOLKEN OÜ";"Harju maakond";"EHITUS";"Eriehitustööd";43;5;0;5;0;8988,87;12027,11
11230281;"TEAM-Textile OÜ";"Lääne maakond";"EHITUS";"Eriehitustööd";43;5;0;5;0;8983,15;12019,45
10563299;"osaühing ABZ Reisid";"Võru maakond";"HALDUS- JA ABITEGEVUSED";"Reisibüroode ja reisikorraldajate tegevus, reserveerimine ning sellega seotud tegevus";79;6;0;0;6;8982,79;12018,97
10722958;"Osaühing DiGra";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Trükindus ja salvestiste paljundus";18;6;0;1;5;8980,59;12016,03
10525324;"POLAREST GRUPP OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;10;0;10;0;8979,89;12015,07
12386275;"Vita Pictura OÜ";"Harju maakond";"INFO JA SIDE";"Kinofilmide, videote ja telesaadete tootmine; helisalvestiste ja muusika kirjastamine";59;6;0;6;0;8974,43;12007,81
80234686;"mittetulundusühing DIANA ARENDUSKESKUS";"Harju maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Tervishoid";86;11;3;8;0;8973,58;12006,63
12956117;"AgeEhitus OÜ";"Harju maakond";"EHITUS";"Eriehitustööd";43;8;1;7;0;8973,09;12005,98
11437438;"EST PROFIIL OÜ";"Tartu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;6;1;5;0;8972,1;12004,67
10329557;"Osaühing Estonian Coffeehouse";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;9;0;9;0;8970,99;12003,15
10954678;"AS Alarmeco";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;6;2;4;0;8969,2;12000,79
12798629;"Beautiq OÜ";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Muu teenindus";96;11;0;11;0;8968,78;12000,19
12444392;"OÜ Vurr Digital";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Reklaamindus ja turu-uuringud";73;4;0;1;3;8965,37;11995,66
10329155;"Osaühing Dentaria Hambaravi";"Harju maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Tervishoid";86;5;0;5;0;8958,82;11986,9
14206389;"Kohv & Kook OÜ";"Tartu maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;9;2;3;4;8952,44;11978,35
11183713;"OÜ LASERVISIOON";"Harju maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Tervishoid";86;4;1;0;3;8950,82;11976,2
11946217;"Packact OÜ";"Pärnu maakond";"VEONDUS JA LAONDUS";"Laondus ja veondust abistavad tegevusalad";52;8;1;7;0;8948,66;11973,3
10944943;"I.S.P.S.OÜ";"Tartu maakond";"EHITUS";"Eriehitustööd";43;4;0;0;4;8934,19;11953,95
14299712;"Hormigon Narva OÜ";"Ida-Viru maakond";"TÖÖTLEV TÖÖSTUS";"Muude mittemetalsetest mineraalidest toodete tootmine";23;8;0;8;0;8929,19;11947,25
11379132;"Tartu Kesklinna Koduõendus OÜ";"Tartu maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Tervishoid";86;8;0;8;0;8915,4;11928,8
12480494;"Ehe ja Ehtne OÜ";"Lääne maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;8;0;8;0;8914,72;11927,88
10383516;"Osaühing Timbermeister";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Mööblitootmine";31;9;9;0;0;8906,72;11917,19
10120939;"osaühing Šeiker";"Pärnu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;11;0;11;0;8897,56;11904,9
11153907;"Osaühing FlaxLine Tekstiil";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;7;0;0;7;8893,73;11899,82
10407777;"osaühing KUNARO";"Harju maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;6;0;6;0;8893,25;11899,17
10827373;"OÜ Silmakirurgia";"Harju maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Tervishoid";86;6;0;6;0;8891,92;11897,38
10653016;"EML Info CS Osaühing";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Masinate ja seadmete remont ja paigaldus";33;4;0;0;4;8891,15;11896,37
14575514;"NV Masters OÜ";"Harju maakond";"EHITUS";"Eriehitustööd";43;4;0;0;4;8886,83;11890,57
10893594;"Osaühing PARATSELS GRUPP";"Harju maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Tervishoid";86;12;4;8;0;8877,48;11878,05
10095792;"Osaühing Adiantro";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;9;0;9;0;8869,73;11867,71
11309597;"NOVOT Agentuur OÜ";"Harju maakond";"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS";"Reklaamindus ja turu-uuringud";73;5;0;5;0;8868;11865,38
12828945;"GENOKE Trading OÜ";"Viljandi maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;5;0;5;0;8868;11865,38
11621024;"Unus OÜ";"Jõgeva maakond";"EHITUS";"Rajatiste ehitus";42;6;2;4;0;8868;11865,38
10034951;"Osaühing Eltor";"Jõgeva maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;7;0;7;0;8866,65;11863,59
10006067;"Fee Catering OÜ";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;10;0;10;0;8863,2;11858,96
12984332;"Diraton OÜ";"Tartu maakond";"EHITUS";"Hoonete ehitus";41;5;0;5;0;8859,76;11854,36
10235141;"OÜ Marlana";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;6;0;6;0;8858,1;11852,14
12233420;"Redwall OÜ";"Tartu maakond";"INFO JA SIDE";"Programmeerimine, konsultatsioonid jms tegevused";62;5;0;5;0;8855,9;11849,18
12018241;"WiseWay OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Metalltoodete tootmine, v.a masinad ja seadmed";25;6;0;6;0;8850,42;11841,86
14186403;"PanCake OÜ";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;12;3;9;0;8849;11839,92
11455181;"GAURA PEARLS OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Muu tootmine";32;6;0;6;0;8848,51;11839,3
10618853;"ALL KAUBANDUSE OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;8;0;8;0;8844,53;11833,96
10410970;"Osaühing Injoy";"Harju maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Tervishoid";86;5;0;5;0;8840,23;11828,23
12619638;"Annerberg Osaühing";"Pärnu maakond";"MAJUTUS JA TOITLUSTUS";"Majutus";55;7;0;7;0;8837,56;11824,68
10010927;"Peeter Auna Kullassepaäri osaühing";"Viljandi maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;10;1;9;0;8835,64;11822,12
11529896;"OÜ Work Now";"Harju maakond";"EHITUS";"Hoonete ehitus";41;5;0;5;0;8832,15;11817,42
14060342;"Plaza Viimsi OÜ";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;8;0;8;0;8831,69;11816,78
14398041;"PARiM Limited Eesti filiaal";"Harju maakond";"INFO JA SIDE";"Programmeerimine, konsultatsioonid jms tegevused";62;5;0;5;0;8820,75;11802,16
10811354;"OÜ CERAMIC";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Muu tootmine";32;9;0;9;0;8816,32;11796,24
12091315;"Reaktiiv Grupp OÜ";"Harju maakond";"INFO JA SIDE";"Programmeerimine, konsultatsioonid jms tegevused";62;6;1;5;0;8814,86;11794,27
80314929;"Mittetulundusühing FC HELIOS VÕRU";"Võru maakond";"KUNST, MEELELAHUTUS JA VABA AEG";"Sporditegevus ning lõbustus- ja vaba aja tegevused";93;8;0;8;0;8811,16;11789,33
12774988;"Delistra OÜ";"Lääne-Viru maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;11;5;6;0;8811,16;11789,32
14193468;"Alumik Rest OÜ";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;15;0;15;0;8809,76;11787,44
10283795;"Osaühing Noor Tehnik";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;8;2;6;0;8807,22;11784,06
12376744;"OÜ Meediapilt";"Harju maakond";"INFO JA SIDE";"Kirjastamine";58;5;0;0;5;8795,94;11768,95
10084860;"osaühing MOONE";"Tartu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;9;9;0;0;8783,29;11752,04
14006561;"OÜ ÖÖD";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Muu tootmine";32;4;0;1;3;8781,65;11749,86
12805696;"KT Maja OÜ";"Pärnu maakond";"EHITUS";"Hoonete ehitus";41;6;0;6;0;8777,97;11744,92
11752521;"Mööblivärk OÜ";"Tartu maakond";"TÖÖTLEV TÖÖSTUS";"Mööblitootmine";31;7;0;7;0;8772,46;11737,55
10911168;"Osaühing Ethel Merman";"Ida-Viru maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;15;10;5;0;8771,7;11736,5
11986984;"OÜ Mõisaküla Masinatehas";"Viljandi maakond";"TÖÖTLEV TÖÖSTUS";"Mujal liigitamata masinate ja seadmete tootmine";28;10;10;0;0;8769,02;11732,95
12113850;"DMG Auto OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;10;10;0;0;8764,59;11727,03
11225624;"OÜ Estallera";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Rõivatootmine";14;10;1;5;4;8762,31;11723,96
10052245;"aktsiaselts Kuressaare Autoteenindus";"Saare maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;5;0;5;0;8760,33;11721,32
11311393;"OÜ Katlaabi";"Järva maakond";"EHITUS";"Eriehitustööd";43;6;0;6;0;8757,33;11717,32
;"SIA ''Euroskor Latvija''";"Harju maakond";;;;8;0;8;0;8757,09;11716,99
10006995;"Osaühing ""Pajula""";"Jõgeva maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;11;1;10;0;8756,72;11716,45
12962448;"Välgu Grupp OÜ";"Tartu maakond";"EHITUS";"Eriehitustööd";43;6;0;6;0;8752,74;11711,17
14350011;"Tarvastu Vesi OÜ";"Viljandi maakond";"EHITUS";"Eriehitustööd";43;5;0;5;0;8747,86;11704,64
10387617;"OÜ ATLANTE AUTOTEENINDUS";"Tartu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Mootorsõidukite ja mootorrataste hulgi- ja jaemüük ning remont";45;6;0;6;0;8744,93;11700,73
14112337;"OÜ Toidutehas";"Tartu maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;8;0;8;0;8742,62;11697,61
12093627;"Peoteenused OÜ";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;10;0;10;0;8740,18;11694,32
14739602;"OÜ Loomelind";"Tartu maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Sotsiaalhoolekanne majutuseta";88;10;1;9;0;8725,54;11674,75
10682851;"EESTI AVIOKÜTUSE TEENUSTE AKTSIASELTS";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;5;0;5;0;8721,91;11669,93
14137352;"Fabrica Printing OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Trükindus ja salvestiste paljundus";18;6;0;6;0;8721,74;11669,7
10023166;"Kõrveküla Kalatööstuse AS";"Tartu maakond";"TÖÖTLEV TÖÖSTUS";"Toiduainete tootmine";10;15;15;0;0;8721,7;11669,61
11034597;"Osaühing HOME DECOR BALTICS";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;6;0;6;0;8721,08;11668,79
12868399;"Vestido Style OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Rõivatootmine";14;8;0;8;0;8713,69;11658,92
10022971;"KE AJAKIRJANDUSE OSAÜHING";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;5;0;3;2;8713,57;11658,76
14459937;"Spotit OÜ";"Harju maakond";"INFO JA SIDE";"Infoalane tegevus";63;4;0;1;3;8709,94;11653,89
11379209;"Ostrat Grupp OÜ";"Tartu maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;9;0;9;0;8708,51;11651,97
10403779;"Club Hollywood OÜ";"Harju maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;5;1;1;3;8705,13;11647,45
11098732;"Hansa Leather OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Nahatöötlemine ja nahktoodete tootmine";15;13;13;0;0;8704,61;11646,77
12627477;"ALSEN LOGISTICS OÜ";"Harju maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;10;0;10;0;8700;11640,56
11930765;"Ylemere OÜ";"Harju maakond";"EHITUS";"Hoonete ehitus";41;5;1;4;0;8696,4;11635,78
12457986;"OÜ Ortodontiakliinik";"Viljandi maakond";"TERVISHOID JA SOTSIAALHOOLEKANNE";"Tervishoid";86;7;1;6;0;8694,97;11633,87
10690218;"Osaühing Ehitusmees";"Saare maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;9;0;9;0;8692,84;11631
11518421;"Grenardi Group Estonia OÜ";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;10;10;0;0;8688,6;11625,35
10905854;"Osaühing Maakri KVF";"Harju maakond";"KINNISVARAALANE TEGEVUS";"Kinnisvaraalane tegevus";68;5;0;5;0;8688;11624,54
11793067;"Teemanttera OÜ";"Harju maakond";"EHITUS";"Eriehitustööd";43;6;0;6;0;8685,26;11620,87
10586633;"OÜ Stefani Tööstus";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;10;0;10;0;8680;11613,8
12842265;"Intaur OÜ";"Võru maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;10;0;10;0;8680;11613,8
10099666;"aktsiaselts Kravond";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Joogitootmine";11;11;2;9;0;8680;11613,8
10051346;"osaühing TRIINU ÄRI";"Valga maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;10;1;9;0;8677,03;11609,86
11298824;"LM Laomeister osaühing";"Harju maakond";"MUUD TEENINDAVAD TEGEVUSED";"Arvutite ning tarbeesemete ja kodutarvete parandus";95;5;1;4;0;8669,11;11599,27
11617071;"Seart Production OÜ";"Ida-Viru maakond";"TÖÖTLEV TÖÖSTUS";"Muu tootmine";32;5;0;5;0;8660,85;11588,22
11188113;"Lasteaed OÜ";"Ida-Viru maakond";"HARIDUS";"Haridus";85;13;13;0;0;8658,4;11584,93
10105467;"OÜ Hetika";"Viljandi maakond";"TÖÖTLEV TÖÖSTUS";"Trükindus ja salvestiste paljundus";18;6;0;6;0;8652,77;11577,4
11539587;"Metalworld OÜ";"Viljandi maakond";"TÖÖTLEV TÖÖSTUS";"Masinate ja seadmete remont ja paigaldus";33;5;0;5;0;8650,6;11574,5
11606487;"Põrandakeskus + Sisustus osaühing";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Hulgikaubandus, v.a mootorsõidukid ja mootorrattad";46;6;1;5;0;8649,65;11573,22
10273584;"OÜ Plangi Trans";"Võru maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;19;19;0;0;8648,09;11571,15
10411684;"Osaühing Reispass";"Harju maakond";"HALDUS- JA ABITEGEVUSED";"Reisibüroode ja reisikorraldajate tegevus, reserveerimine ning sellega seotud tegevus";79;4;0;0;4;8640;11560,32
90011042;"Huvitegevuse ja Noorsootöö Sihtasutus";"Harju maakond";"HARIDUS";"Haridus";85;9;0;9;0;8638,69;11558,57
14862656;"Marine Group OÜ";"Harju maakond";"TÖÖTLEV TÖÖSTUS";"Mööblitootmine";31;5;1;4;0;8633,18;11551,21
11397880;"OÜ Orhidee";"Harju maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;10;1;9;0;8632,54;11550,31
10850024;"Osaühing Mileedi Lilleärid";"Tartu maakond";"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";"Jaekaubandus, v.a mootorsõidukid ja mootorrattad";47;8;0;8;0;8632,24;11549,94
10133305;"Osaühing KIVIRAND";"Ida-Viru maakond";"TÖÖTLEV TÖÖSTUS";"Kemikaalide ja keemiatoodete tootmine";20;6;0;6;0;8632,07;11549,69
10824200;"OÜ Baltic Fish Trade";"Harju maakond";"VEONDUS JA LAONDUS";"Maismaaveondus ja torutransport";49;6;0;2;4;8631,86;11549,43
10914110;"OÜ UUSMÄGI";"Võru maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;10;0;10;0;8628,84;11545,38
10301464;"osaühing Võru Sako";"Võru maakond";"TÖÖTLEV TÖÖSTUS";"Toiduainete tootmine";10;13;3;10;0;8628,79;11545,32
11129642;"Osaühing ANITA TUUR";"Ida-Viru maakond";"MAJUTUS JA TOITLUSTUS";"Toidu ja joogi serveerimine";56;10;1;9;0;8627,28;11543,27
